DATE,TIME,Open,Highest,Lowest,Close,Volumn
2020/5/6,14:30,379.96,380,379.55,379.55,414
2020/5/6,14:35,379.52,379.64,379.45,379.63,484
2020/5/6,14:40,379.63,379.74,379.55,379.6,462
2020/5/6,14:45,379.6,379.65,379.52,379.54,732
2020/5/6,14:50,379.6,379.63,379.3,379.5,2138
2020/5/6,14:55,379.4,379.56,379.4,379.56,576
2020/5/6,15:00,379.51,379.97,379.5,379.97,516
2020/5/6,15:05,379.97,379.97,379.7,379.88,290
2020/5/6,15:10,379.88,379.97,379.82,379.82,196
2020/5/6,15:15,379.81,379.95,379.8,379.95,324
2020/5/6,15:20,379.94,380.05,379.9,380,394
2020/5/6,15:25,380.05,380.15,379.91,380.15,378
2020/5/6,15:30,380.15,380.15,379.97,380.07,478
2020/6/29,9:05,398.4,398.6,397.68,398.07,2342
2020/6/29,9:10,398,398.1,397.68,397.9,1618
2020/6/29,9:15,397.9,397.95,397.7,397.9,1022
2020/6/29,9:20,397.84,397.95,397.77,397.77,632
2020/6/29,9:25,397.77,397.9,397.76,397.81,488
2020/6/29,9:30,397.81,397.81,397.31,397.33,910
2020/6/29,9:35,397.33,397.75,397.3,397.6,636
2020/6/29,9:40,397.6,397.69,397.44,397.46,622
2020/6/29,9:45,397.41,397.54,397.28,397.54,382
2020/6/29,9:50,397.54,397.6,397.34,397.45,630
